,text,AC,ACP,label
981,Boy was I wrong!,anecdotes/miscellaneous,neutral,2.0
982,We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,anecdotes/miscellaneous,neutral,2.0
983,When we walked in it seemed like it was there for 200 years.,anecdotes/miscellaneous,neutral,2.0
984,Ahhh...,anecdotes/miscellaneous,neutral,2.0
985,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",anecdotes/miscellaneous,negative,1.0
986,it helps if you know what to order.,anecdotes/miscellaneous,neutral,2.0
987,I can't believe people complain about no cheese sticks?,anecdotes/miscellaneous,neutral,2.0
988,But that is highly forgivable.,anecdotes/miscellaneous,positive,3.0
989,"When we arrived at 6:00 PM, the restaurant was practically empty.",anecdotes/miscellaneous,neutral,2.0
990,I am going to the mid town location next.,anecdotes/miscellaneous,neutral,2.0
991,IT IS DEFINITELY SPECIAL AND AFFORDABLE.,anecdotes/miscellaneous,positive,3.0
992,Faan's got a great concept but a little rough on the delivery.,anecdotes/miscellaneous,positive,3.0
993,Overall A oh ya even though there is waiting it is deff worth it,anecdotes/miscellaneous,positive,3.0
994,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",anecdotes/miscellaneous,positive,3.0
995,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",anecdotes/miscellaneous,negative,1.0
996,would have rather tried terrace in the sky or water club for that price,anecdotes/miscellaneous,neutral,2.0
997,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,anecdotes/miscellaneous,neutral,2.0
998,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",anecdotes/miscellaneous,positive,3.0
999,I came to this restaurant expecting to be surprised but left bored and overcharged.,anecdotes/miscellaneous,negative,1.0
1000,Would recommend this place as a good date spot if you don't want to drop a ton of cash.,anecdotes/miscellaneous,positive,3.0
1001,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",anecdotes/miscellaneous,positive,3.0
1002,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",anecdotes/miscellaneous,negative,1.0
1003,This is a great Thai restaurant with a very friendly staff.,anecdotes/miscellaneous,positive,3.0
1004,A great choice at any cost and a great deal.,anecdotes/miscellaneous,positive,3.0
1005,"As much as I like the food there, I can't bring myself to go back.",anecdotes/miscellaneous,negative,1.0
1006,"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",anecdotes/miscellaneous,neutral,2.0
1007,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",anecdotes/miscellaneous,positive,3.0
1008,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,anecdotes/miscellaneous,negative,1.0
1009,i would go again if i didn't have to pay.,anecdotes/miscellaneous,positive,3.0
1010,Mermaid Inn is an overall good restaurant with really good seafood.,anecdotes/miscellaneous,positive,3.0
1011,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,anecdotes/miscellaneous,neutral,2.0
1012,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",anecdotes/miscellaneous,positive,3.0
1013,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",anecdotes/miscellaneous,positive,3.0
1014,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",anecdotes/miscellaneous,conflict,
1015,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",anecdotes/miscellaneous,neutral,2.0
1016,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",anecdotes/miscellaneous,positive,3.0
1017,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,anecdotes/miscellaneous,positive,3.0
1018,I highly recommend visiting this restaurant and having dinner and drinks!,anecdotes/miscellaneous,positive,3.0
1019,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",anecdotes/miscellaneous,negative,1.0
1020,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",anecdotes/miscellaneous,neutral,2.0
1021,"When we left at 8:00 PM, it was packed and noisy.",anecdotes/miscellaneous,neutral,2.0
1022,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,anecdotes/miscellaneous,positive,3.0
1023,we spent 50 $$ definetly will come back with my friends!!!,anecdotes/miscellaneous,positive,3.0
1024,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",anecdotes/miscellaneous,neutral,2.0
1025,"came here for restaurant week, didn't save much, but it was still great.",anecdotes/miscellaneous,conflict,
1026,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",anecdotes/miscellaneous,neutral,2.0
1027,I go and eat out at many different restaurants and this is one place you have go and try.,anecdotes/miscellaneous,positive,3.0
1028,What an amazing meal and experience!,anecdotes/miscellaneous,positive,3.0
1029,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",anecdotes/miscellaneous,negative,1.0
1030,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,anecdotes/miscellaneous,neutral,2.0
1031,I loved everythig about it-especially the shows and actors.,anecdotes/miscellaneous,positive,3.0
1032,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,anecdotes/miscellaneous,neutral,2.0
1033,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",anecdotes/miscellaneous,positive,3.0
1034,"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",anecdotes/miscellaneous,neutral,2.0
1035,A bit breezy up there on the mezzanine from the wind coming from the tracks.,anecdotes/miscellaneous,neutral,2.0
1036,I LOVED THE SHOWS.,anecdotes/miscellaneous,positive,3.0
1037,"Also, if you don't want to sit at a certain table, you don't have to!",anecdotes/miscellaneous,neutral,2.0
1038,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",anecdotes/miscellaneous,positive,3.0
1039,"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",anecdotes/miscellaneous,negative,1.0
1040,"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",anecdotes/miscellaneous,negative,1.0
1041,A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,anecdotes/miscellaneous,positive,3.0
1042,There are much better places in NY with better prices.,anecdotes/miscellaneous,negative,1.0
1043,"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!",anecdotes/miscellaneous,positive,3.0
1044,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,anecdotes/miscellaneous,negative,1.0
1045,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",anecdotes/miscellaneous,positive,3.0
1046,Overall a disappointing experience for that price category.,anecdotes/miscellaneous,negative,1.0
1047,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,anecdotes/miscellaneous,neutral,2.0
1048,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",anecdotes/miscellaneous,positive,3.0
1049,"No food snobs allowed, this place is for people who appreciate good food.",anecdotes/miscellaneous,neutral,2.0
1050,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,anecdotes/miscellaneous,positive,3.0
1051,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",anecdotes/miscellaneous,neutral,2.0
1052,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,anecdotes/miscellaneous,positive,3.0
1053,This is a cute place and could be good but they need to get their act together.,anecdotes/miscellaneous,conflict,
1054,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,anecdotes/miscellaneous,negative,1.0
1055,The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!,anecdotes/miscellaneous,negative,1.0
1056,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",anecdotes/miscellaneous,negative,1.0
1057,We spent $200 in this place and left hungry and very disappointed.,anecdotes/miscellaneous,negative,1.0
1058,This restaurant is a wonderful place to go many times and it is reasonably priced.,anecdotes/miscellaneous,positive,3.0
1059,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,anecdotes/miscellaneous,neutral,2.0
1060,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",anecdotes/miscellaneous,neutral,2.0
1061,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,anecdotes/miscellaneous,negative,1.0
1062,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,anecdotes/miscellaneous,positive,3.0
1063,"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.",anecdotes/miscellaneous,positive,3.0
1064,The space is nice but when we order our drink we were in for a surprise.,anecdotes/miscellaneous,neutral,2.0
1065,It was so bad I actually refused to pay for my food.,anecdotes/miscellaneous,negative,1.0
1066,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,anecdotes/miscellaneous,positive,3.0
1067,"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!",anecdotes/miscellaneous,positive,3.0
1068,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",anecdotes/miscellaneous,neutral,2.0
1069,We ran a little late for the reservation but it wasn't a problem to get our table immediately.,anecdotes/miscellaneous,neutral,2.0
1070,We arrived on time for our reservation and seated promptly.The,anecdotes/miscellaneous,neutral,2.0
1071,"This is a great place to take out-of-towners, and perfect for watching the sunset.",anecdotes/miscellaneous,positive,3.0
1072,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,anecdotes/miscellaneous,neutral,2.0
1073,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,anecdotes/miscellaneous,negative,1.0
1074,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,anecdotes/miscellaneous,positive,3.0
1075,"great eats, good times.",anecdotes/miscellaneous,positive,3.0
1076,We ate at this Thai place following the reviews but very unhappy with the foods.,anecdotes/miscellaneous,negative,1.0
1077,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",anecdotes/miscellaneous,negative,1.0
1078,I had been a regular due to the consistently good food and ease of getting a table.,anecdotes/miscellaneous,positive,3.0
1079,"Check it out, it won't hurt your stomach or your wallet.",anecdotes/miscellaneous,positive,3.0
1080,No you're going to go back because the food was good.,anecdotes/miscellaneous,positive,3.0
1081,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",anecdotes/miscellaneous,negative,1.0
1082,"Pricey, but worth a try, at least once.",anecdotes/miscellaneous,positive,3.0
1083,"Great bagels, spreads and a good place to hang out in.",anecdotes/miscellaneous,positive,3.0
1084,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",anecdotes/miscellaneous,negative,1.0
1085,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,anecdotes/miscellaneous,positive,3.0
1086,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",anecdotes/miscellaneous,positive,3.0
1087,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",anecdotes/miscellaneous,positive,3.0
1088,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",anecdotes/miscellaneous,positive,3.0
1089,The website and rating makes this place look wonderful but in reality it was very disappointing.,anecdotes/miscellaneous,conflict,
1090,I was pretty much full after our fondue appetizer.,anecdotes/miscellaneous,positive,3.0
1091,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,anecdotes/miscellaneous,positive,3.0
1092,"This restaurant is not worth the time, effort, or money to say the least.",anecdotes/miscellaneous,negative,1.0
1093,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",anecdotes/miscellaneous,positive,3.0
1094,I have never before eaten 40 pieces of relatively good nigiri.,anecdotes/miscellaneous,neutral,2.0
1095,Have frequented 'ino for several years and the food remains excellent.,anecdotes/miscellaneous,positive,3.0
1096,"The production is a symphony, alot of fun to experience.The food sublime for the most part.",anecdotes/miscellaneous,positive,3.0
1097,I've been to several places for Dim Sum and this has got to be the WORST.,anecdotes/miscellaneous,negative,1.0
1098,"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",anecdotes/miscellaneous,neutral,2.0
1099,We were a group of 8 and well seved.,anecdotes/miscellaneous,neutral,2.0
1100,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",anecdotes/miscellaneous,positive,3.0
1101,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",anecdotes/miscellaneous,neutral,2.0
1102,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,anecdotes/miscellaneous,negative,1.0
1103,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",anecdotes/miscellaneous,positive,3.0
1104,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",anecdotes/miscellaneous,negative,1.0
1105,"We had reservations at 9pm, but was not seated until 10:15pm.",anecdotes/miscellaneous,negative,1.0
1106,We could only get through an appetizer and cheese fondue.,anecdotes/miscellaneous,neutral,2.0
1107,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,anecdotes/miscellaneous,positive,3.0
1108,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,anecdotes/miscellaneous,positive,3.0
1109,I go and eat out at many different restaurants and this is one place you have go and try.,anecdotes/miscellaneous,positive,3.0
1110,"The food was just OK, I would never go back.",anecdotes/miscellaneous,negative,1.0
1111,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,anecdotes/miscellaneous,positive,3.0
1112,A little pricey but it really hits the spot on a Sunday morning!,anecdotes/miscellaneous,positive,3.0
1113,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",anecdotes/miscellaneous,positive,3.0
1114,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,anecdotes/miscellaneous,negative,1.0
1115,"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",anecdotes/miscellaneous,positive,3.0
1116,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",anecdotes/miscellaneous,positive,3.0
1117,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,anecdotes/miscellaneous,positive,3.0
1118,"Found service above average, but that could be because we were 13 of us.",anecdotes/miscellaneous,positive,3.0
1119,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",anecdotes/miscellaneous,positive,3.0
1120,"I would recommend Roxy's for that, but not for their food.",anecdotes/miscellaneous,positive,3.0
1121,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,anecdotes/miscellaneous,positive,3.0
1122,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",anecdotes/miscellaneous,negative,1.0
1123,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",anecdotes/miscellaneous,positive,3.0
1124,"My husband and I both ordered the Steak, medium.",anecdotes/miscellaneous,neutral,2.0
1125,I'm happy to have Nosh in the neighborhood and the food is very comforting.,anecdotes/miscellaneous,positive,3.0
1126,"The food is definitely good, but I left a bit disappointed.",anecdotes/miscellaneous,conflict,
1127,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",anecdotes/miscellaneous,negative,1.0
1128,"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",anecdotes/miscellaneous,conflict,
1129,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,anecdotes/miscellaneous,positive,3.0
1130,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,anecdotes/miscellaneous,neutral,2.0
1131,This is my first time writing a review for a restaurant because the food and service was excellent.,anecdotes/miscellaneous,positive,3.0
